qid,subdomain,u1time,u2time,u3time,u4time,u5time,u6time,u7time,u8time,u9time,u10time,average
CH409,Emulsions,71.14731812996484,35.24716453219341,79.36286486184054,49.49954863574524,67.44026783864024,37.590703004113074,44.641696272501704,57.38852940908106,48.03604897424926,45.707208321663046,53.60613499799924
CH410,Colloids Around Us,79.40204136481432,61.535497267376314,73.98251248990707,34.93530907929718,59.76599318009232,50.5071987551357,88.50148727175463,44.06342073322559,44.52639782191923,62.9977233085352,60.021758127205764
CH411,Colloids Around Us,58.31844770983932,75.39604846143644,67.48114159294055,30.03276931302295,72.63938258674192,35.94491953449818,72.77374270407724,31.51149778245714,77.56462921105948,31.895138463186456,55.35577173592596
CH412,Colloids Around Us,84.97118465459423,41.53855482126249,78.92559505743402,85.3673457052207,60.67102455342186,88.34843833810385,44.42953809717669,86.41375347612276,58.875396645773534,45.26456971570528,67.48054010648154
CH413,Colloids Around Us,49.946507693041866,52.28964792801716,84.95358210903963,83.63551142524534,63.04820446160312,61.27834082619633,71.55908476045852,52.95275946515451,51.317868506392315,45.51545203160637,61.64969592067552
CH414,Colloids Around Us,42.36386689803286,85.62544879648081,68.8967968481384,61.253807318469114,56.18927170240821,50.48419536685814,80.75892470996072,88.56703525373625,73.71615767587357,84.91295897650409,69.27684635464621
CH415,Colloids Around Us,47.23898932659846,79.1386419703036,30.55519823112685,58.768499215254735,89.44826581278416,81.1986783311795,37.087876366099024,73.98813025914095,47.31277852287292,38.224359499391504,58.29614175347517
CH416,Colloids Around Us,44.76487652276608,74.23919087655611,88.68334633128421,78.94528048602467,45.882284464106576,32.994686840565244,89.97114078084094,76.6236881112371,63.206583815718865,73.32054919879033,66.86316274278902
CH417,Colloids Around Us,55.132459393087906,66.99848833397283,78.55220356179919,88.23466662315283,46.534153150883526,37.30025655872284,54.280495390199626,61.76748889240055,42.3424822490821,55.6050209411855,58.67477150944869
CH418,Colloids Around Us,85.44769366427352,64.63528944121191,89.87039180209061,71.55507390582466,39.567111375523325,52.527871395323444,41.18988865839938,84.7694374339016,41.28298075661944,39.9965146640716,61.08422530972394
CH419,Colloids Around Us,64.0631420151769,51.98473161834532,82.68593401179203,58.394573625125965,32.924067367735354,65.51447222856126,30.521086414767144,87.3992116464001,48.144026358782696,43.87421601605743,56.55054613027441
CH420,Metals Occurence,82.73802939904063,89.41202311792719,87.94629222887093,32.59529213511886,49.53707301083672,59.563184662405114,60.443388519567506,45.97450539997982,54.87767669765792,48.42647439938218,61.15139395707868
CH421,Metals Occurence,56.13457392184686,48.530916175555774,49.48040810447305,41.21571454036171,69.63923555169886,60.63800336253355,80.30259331185897,81.2279287597591,71.13757380544234,38.08995955953304,59.63969070930632
CH422,Metals Occurence,44.53642947592991,34.80140835067916,46.81534995053423,83.10048095269374,83.3491347737391,42.67518407910381,87.88256064710224,37.09243601492056,44.78932536584898,31.432323674532018,53.64746332850837
CH423,Metals Occurence,34.996034038973164,79.41489430264559,73.30345640509859,63.87954901165356,37.55075651540285,79.94040481840048,31.328447458331727,85.62433200803474,46.338003535073405,81.34460799400524,61.372048608761936
CH424,Metals Occurence,35.47165134108689,77.07548588277513,34.143182060681625,38.57453958899391,48.21474201999109,82.36427985094357,39.38237328444752,50.39063265046331,69.27638124672583,77.67015686152077,55.25634247876298
CH425,Metals Occurence,46.72338555086294,84.81461717757475,73.44158387552119,71.65857631148441,39.72695073382522,68.50714042416229,88.15114565869919,37.62956627241427,61.84370668846512,87.62094348514056,66.01176161781498
CH426,Metals Occurence,82.39855229555023,69.33856643511521,79.13737066188827,84.35868493168013,67.51075630472528,69.00011178257925,53.67337004998639,68.11381914103153,80.91700948423089,44.591010948767824,69.9039252035555
CH427,Metals Occurence,58.12157549713183,38.61134458935105,68.41411475586762,33.39075020753483,48.38185240983426,88.4032411458719,69.11962468195787,53.38180221258441,45.94751458309598,51.822988866334704,55.559480894956444
CH428,Metals Occurence,72.57586946786307,67.43260621781849,85.88556492905857,33.091090917653524,33.9225916757478,81.55458604240734,62.16043080634528,89.69220465676413,81.95149185211025,59.407317031117415,66.76737535968859
CH429,Metals Occurence,78.08110422330091,77.89529802142535,62.455700753279885,58.25652992742725,78.11403897742925,42.73157426834911,64.71431022255271,44.761058806387474,89.89729626684648,62.161512458754245,65.90684239257529
CH430,Ores Concentration,38.143531918905616,34.24358853553967,71.72660253554629,43.873956008537405,39.192762347719146,60.284244076012335,34.82961166991609,73.53766071698976,30.64073882601136,55.337762836160046,48.18104594713377
CH431,Ores Concentration,77.59998131770291,32.38184765260473,38.618910222139235,68.27808265215661,37.885994314050976,57.552613460863995,74.09297870554516,88.79955005775022,55.167773171285404,42.5241806188111,57.290191217291046
CH432,Ores Concentration,62.550642574785016,72.61347196229792,34.60583803890912,87.53773039457107,50.703946412867126,48.252263992262556,50.0850093047588,40.534396355736476,31.827098031804013,61.196812419846054,53.99072094878382
CH433,Ores Concentration,59.745076968098886,31.3061139597633,78.98748468773053,46.94236951888259,72.53483871774266,75.02337240911248,49.57925852153791,73.78144584580285,85.26817977000827,48.30933570909886,62.147747610777834
CH434,Ores Concentration,54.18712621208811,38.17123995465062,31.603537436134246,64.168397016487,82.02754419445859,70.46262453044605,63.01258080102099,34.900981508549165,45.043275965035264,55.64275406951801,53.922006168838806
CH435,Ores Concentration,79.9421484892751,30.907300841918865,80.75035932013435,55.06401708250628,57.03647770507571,82.14176494035104,64.21274944640966,44.497679898193255,55.536324890758,69.7004373654324,61.97892599800547
CH436,Ores Concentration,84.97128577844472,36.936031914830124,65.52102775364605,60.5315231090367,65.7353323873218,42.553324431857135,73.21972208826483,70.17147220203645,83.71422020502295,87.68103079622742,67.10349706666882
CH437,Ores Concentration,43.07623444640818,73.40118440082921,57.56312755031945,33.6552815050224,78.69080886462714,51.451458050871764,49.239025453573646,57.88973542407201,84.34216041292868,43.27742044535276,57.258643655400526
CH438,Ores Concentration,73.8620501374578,37.755133829625834,84.28725727683278,31.466725562046815,55.25978794365112,88.33803163782358,57.98506062572005,46.23934874245485,86.42951715030796,42.182640890369264,60.380555379629
CH439,Ores Concentration,64.58562453677169,88.36908462994194,62.38165927540056,50.91700114964809,51.11977098676914,60.627540490679294,79.8925302057086,77.19114870409297,88.32419908553922,74.7522766959338,69.81608357604853
CH440,Crude Metal Extraction,60.968225158791704,71.18189612543726,34.928703810733,56.0988913723852,77.18034621488803,55.203961342889,35.86158013798075,64.62343870039504,75.39234640312804,81.86034094189309,61.329973020852115
CH441,Crude Metal Extraction,39.83509289463817,55.82454113633473,31.282983662564096,55.98354305735296,81.90114188117694,58.55753131621704,64.6200857377864,31.908753453111146,43.110720114864215,35.58107852942156,49.86054717834672
CH442,Crude Metal Extraction,47.122891646684195,65.1765378632976,45.58796594316971,58.28421451732005,79.12451367542411,86.74365163785046,40.18843402636727,71.68845305060027,44.035360894695756,40.11692285235445,57.80689461077638
CH443,Crude Metal Extraction,65.75368041209869,43.02604755115412,53.696368755370926,56.628902073099205,75.00869589739858,63.34198159304853,75.8508364475389,82.57526594302831,45.43958178433932,53.007916396188165,61.43292768532648
CH444,Crude Metal Extraction,78.13247438131114,35.79966013914319,45.88162362229991,81.68548959196707,31.25054572722611,68.71657281507758,69.25243742096171,38.00633533629657,37.17538581235571,58.098467966904764,54.39989928135437
CH445,Crude Metal Extraction,69.17440392499529,52.21825607644413,40.06737824849583,41.45212999150125,86.34310312685955,76.88659819006888,39.91899640111647,69.40264933172,37.44985179264105,52.780981872403984,56.56943489562465
CH446,Crude Metal Extraction,55.9592923203987,59.603280340615065,68.0985014751351,36.070265034772135,34.89892156767617,64.3040277444531,44.257021603009406,58.620926291411195,72.25631720380423,66.52916900701459,56.059772258828964
CH447,Crude Metal Extraction,79.37889228004735,35.25244685331549,41.461509389363286,33.09348441614576,72.55154249239743,81.52690083061125,45.52437592617102,84.43286926926834,78.28439380011272,57.31264708538897,60.88190623428216
CH448,Crude Metal Extraction,31.705778922336282,56.90709517219537,82.40773991354074,57.45049449740281,67.25881371693482,71.72394736677555,89.31566659481965,86.02145760465811,80.21675056904427,40.73381994393937,66.3741564301647
CH449,Crude Metal Extraction,82.83322370955588,58.189420750695774,58.233011146359985,38.43751385653067,76.24110666822969,76.03979303355092,52.08151633068094,76.41850160809004,57.20532484540004,67.50174921746026,64.31811611665542
CH450,Thermodynamic Principles,45.465104224190796,79.52524537066029,73.71106030678492,82.52063710891832,30.127864919017533,40.64378070800802,40.15371984238709,58.36479718562218,72.14447651964318,74.94791248562433,59.760459867085665
CH451,Thermodynamic Principles,73.47142169891933,74.29713735245954,50.03797615622143,50.388027649355436,65.37832280329926,76.23890623523798,80.96592234133054,52.926667581471406,65.71368076709781,83.48249576426169,67.29005583496543
CH452,Thermodynamic Principles,71.88570741708813,58.16846347039043,42.08513646459514,51.89668125159291,56.99044769901707,72.31876658351169,60.103948605259674,47.39178403943259,56.6806634662449,84.0232838030449,60.154488280017745
CH453,Thermodynamic Principles,82.34694671462465,84.46295262057112,82.71149455081644,56.92073278412204,49.592214043778185,32.91679891687687,53.23889568350104,53.61420122245692,40.5783061947348,71.39132361666343,60.77738663481455
CH454,Thermodynamic Principles,36.78368181233659,45.017481039756845,59.262943513763275,45.123594511044104,49.01222425730481,60.80154447648507,39.58915170428781,60.94764753120305,39.675306186104564,84.96319694159794,52.11767719738841
CH455,Thermodynamic Principles,85.96545486384835,31.23137587114091,37.34551920036849,89.45997473846042,33.33037260680199,53.37068640214182,75.75187258856882,68.25639002918345,39.784890400389415,88.80692518590672,60.33034618868103
CH456,Thermodynamic Principles,79.71191086058481,32.21573992442829,76.99275732537973,31.682562057264818,30.52213055400591,48.98855270744312,36.28219406945723,70.38641922701368,52.962476411287625,30.671704626873908,49.04164477637391
CH457,Thermodynamic Principles,50.43069160874818,72.49912193841308,55.469013805450516,88.2271686428406,32.43119043636498,42.30990981348196,65.95681683726642,55.712586553685,89.21430687419422,69.90850270871755,62.21593092191624
CH458,Thermodynamic Principles,80.88575485781121,80.37410784818277,66.01145320649206,57.87835922243699,30.10043169465753,42.75942117495822,44.85557779531117,61.398216777451566,73.40295858477312,88.41992663958044,62.60862078016551
CH459,Thermodynamic Principles,59.06044761071107,59.26998424420293,52.82116365396203,56.03546016971738,31.07942704199675,33.66742297707999,41.88874445040635,52.121041612233284,82.09441941472474,77.5330919680423,54.557120314307674
CH460,Electrochemical Principles,61.598003546442825,51.44564057493489,73.17725519852515,56.817062867263886,33.03071241947482,87.98564612295417,45.22586603373658,86.21557998237381,83.44607460075561,52.66880996698216,63.16106513134439
CH461,Electrochemical Principles,32.888319250325644,45.13633062500422,80.16599842559302,30.86328460608807,51.249816701167425,87.33063136697504,54.37481466489801,33.52235375253056,69.86859408379294,36.37891037619361,52.17790538525685
CH462,Electrochemical Principles,68.39277600540404,82.12311760258117,44.2702945185727,39.878671709064804,42.746479907090745,53.78150306580805,55.2237986107462,63.13789034924074,79.63602434394008,48.2781650196691,57.74687211321177
CH463,Electrochemical Principles,66.70907580790252,87.0294506072573,82.80644164603169,75.13351771818635,78.75771348324773,41.534649216952275,48.62068538734492,48.21232571826744,79.29815096060551,87.5657154672478,69.56677260130435
CH464,Electrochemical Principles,51.202939501902975,88.94868428660858,80.18541004707006,71.21737023424117,35.43508030507503,35.15417270172405,56.93271045425698,59.58967951704523,66.58011500310708,58.72966450636846,60.39758265573996
CH465,Electrochemical Principles,62.07479096528621,37.22163515809686,81.88500217435293,78.63249204510865,56.64647171459923,68.87226492389962,55.737009194967186,73.2199575590891,45.466430271769426,38.314045172205844,59.80700991793751
CH466,Electrochemical Principles,52.092575374676095,78.45708172851471,45.33908142105892,81.40569956792962,52.30937794516862,81.19458262227465,63.8466302773667,42.993978194992174,57.63153331229539,41.82829557526848,59.70988360195454
CH467,Electrochemical Principles,31.591471810546025,66.39940037749108,74.81486225353623,77.36448463023638,35.02695189512352,54.11804459609804,37.11730830304746,30.368347398870725,47.84626936353837,62.96723694598613,51.761437757447396
CH468,Electrochemical Principles,32.27560525616028,77.41461209316392,34.16434633800293,30.89965626115761,67.64105008912253,31.245640002374152,63.92390199172578,83.64941051267792,45.36114582194866,74.91561437897357,54.14909827453073
CH469,Electrochemical Principles,73.27609696006056,86.52033735135495,52.895675575915604,34.00764437039582,62.51780981409437,65.74768707290318,44.227872531645104,34.29960364954085,64.58156137218815,88.94962043962505,60.70239091377237
CH470,Oxidation Reduction,38.561134518442586,66.34507665145821,39.25617556397684,31.719381261548882,58.64737026317367,42.88825753812943,53.51626221323727,56.6638837817121,30.184183530226917,75.46192288582844,49.32436482077344
CH471,Oxidation Reduction,89.18384554032825,49.768417883714235,51.645090382161825,33.150507651711486,81.05888041249568,61.39591517668777,65.48557415349217,76.48133679929637,34.280615838803875,64.99563696205348,60.744582080074515
CH472,Oxidation Reduction,56.64657822448295,57.469965897568265,33.86651999407415,36.59651437178502,46.754660733242815,77.22986576144211,48.22592655210022,54.85984501695817,80.47960753598912,50.328054476674204,54.245753856431705
CH473,Oxidation Reduction,38.70315917642941,30.4573428518302,32.64846572882895,76.57209211430401,43.19220071606664,45.13929811825543,60.14801279798182,74.99801654685453,35.97451391223758,60.48000133674364,49.831310329953226
CH474,Oxidation Reduction,67.79811606247745,59.44967361010269,81.52998828852873,49.50919051530231,57.774958333513126,74.93879097330068,46.697835507400214,75.00744197569216,68.65180567557013,43.60662490579303,62.496442584768054
CH475,Oxidation Reduction,85.34555305890686,51.67341595016823,63.620829477086616,30.982111353905022,37.409821720278245,32.124916076343425,41.54592006502665,68.20031570963562,38.34429544839486,87.24976892635749,53.6496947786103
CH476,Oxidation Reduction,88.44946401978575,55.12647934547937,60.652462600184776,30.523385597105943,47.69809574171158,85.63433924258716,68.25529084705352,31.693125601383507,48.55917893469552,77.8428927137202,59.44347146437073
CH477,Oxidation Reduction,57.85798402450748,87.50510091032858,81.09635772546572,49.011088344476164,58.9021864529883,74.1516568142967,49.49967311018754,69.99378979721695,73.73415122692353,70.99433869354979,67.27463270999407
CH478,Oxidation Reduction,55.21156047905603,40.23500600872024,42.55422207534489,39.92650012345129,78.8249142815065,38.01328903875568,86.57598965915318,69.55719350347582,44.06112280282528,84.55182703119931,57.95116250034881
CH479,Oxidation Reduction,72.92230809750583,85.75139704479838,73.1133222824971,86.38458602797515,64.1733398554557,82.57896606974006,43.63799613328183,76.28880094531027,87.51257394088111,38.95509574956689,71.13183861470124
CH480,Refining,77.03550729037566,68.13876642690313,71.39921048163063,69.48812080182103,51.26363628936699,83.95009543715322,83.90082197367676,56.1523144714146,49.51864278392897,82.28777402032128,69.31348899765922
CH481,Refining,56.826241486453576,69.54027506960637,86.03440774223648,69.3545741807244,39.467534253329006,31.704550154048277,86.1078775540237,84.23629368629715,65.87614162732899,69.37391610170747,65.85218118557555
CH482,Refining,44.33770392303746,50.47350201035401,67.0531086018236,35.904105525842446,78.6048820268474,37.6624888014285,80.1897238868012,83.7471239518608,33.60060553488081,70.50333414014813,58.20765784030243
CH483,Refining,59.68608988549938,31.333798256441902,38.2725103040612,50.70484494576283,45.407285566007744,63.86309215392603,82.8134652143954,45.91556403020499,53.850935613859534,81.02004156196875,55.28676275321277
CH484,Refining,63.453760343704324,68.94231386721789,55.2520955135693,57.449400006207526,75.35767420203089,60.081150056930184,44.15336886818365,51.79684099781046,31.220402332081555,36.6829484667452,54.4389954654481
CH485,Refining,48.9029409494979,62.29976108357749,42.60262840942736,65.10355222807402,51.4674740834971,60.472336756476736,88.6945866995801,62.74245951372068,55.35573989821307,58.977038447469084,59.66185180695336
CH486,Refining,72.20406149513317,63.195380644683205,63.72639526531967,71.30975498542665,59.252961766224715,58.55876820614816,87.9695158374814,76.7987426482578,31.11882991101804,60.520904124486925,64.46553148841797
CH487,Refining,70.11286852299631,84.39475629570991,86.20264222250925,36.04157947356457,32.832673595281534,78.7906038267106,78.1284085521472,46.82010452700872,32.667656778883696,68.52760845029758,61.451890224510954
CH488,Refining,40.97636238078664,86.5805625855569,56.36490813661735,89.51557014179525,55.36652921661288,54.71994336092983,57.54153668343008,49.15559079146274,35.22827127069312,52.86284093254186,57.83121155004267
CH489,Refining,41.708843547335626,65.93194154076741,42.35675724526705,86.55748639225838,89.79988466761239,47.80255935572126,57.714169070204676,89.0965676829481,78.20301278734826,69.16034913931742,66.83315714287805
CH490,"Aluminium, Copper & Iron",79.23264333556517,83.72784302898292,45.200991890677756,89.2276502524896,85.62634881236706,51.33518678961114,66.9231701902294,50.076917904203896,36.420105778240995,48.32759733241336,63.60984553147812
CH491,"Aluminium, Copper & Iron",58.450948596938474,45.63387136251216,42.062185248852934,33.03653285575393,41.01304914023942,82.83030256645904,85.73009447423884,46.54536039904275,48.77668261258357,87.31608451929787,57.13951117759189
CH492,"Aluminium, Copper & Iron",87.13005318971122,55.90740175844911,33.22579580020992,71.40844270994066,63.83290733930051,38.24575304749183,68.9095321935573,79.16129505981799,60.85668216084173,39.42639781650752,59.81042610758277
CH493,"Aluminium, Copper & Iron",77.86412280740919,33.55742402304587,61.00549627859338,66.14227014159194,69.31831783239795,32.263735937211806,76.75819668458365,73.35351664593772,43.657710453962736,49.282785313676285,58.32035761184105
CH494,"Aluminium, Copper & Iron",44.65097617319006,33.80921663355853,55.3162268964069,41.19572843217712,88.91656186538435,45.12936628842233,46.154391468227985,59.02462937930373,58.41882541947983,81.88372166162543,55.44996442177762
CH495,"Aluminium, Copper & Iron",47.257512481751455,31.230917314478063,43.91334333201242,45.26076901097508,39.031518210792754,71.22732894884997,40.52494685327352,50.54022755682946,71.25593498736329,59.410243010334625,49.96527417066605
CH496,"Aluminium, Copper & Iron",82.23720803642863,31.08280271988479,37.96261338332617,41.22239849646354,45.391510868792636,80.87990790711686,61.27526060662646,71.94538595866521,60.41048137958259,40.84152347240288,55.32490928292898
CH497,"Aluminium, Copper & Iron",46.24059987415772,62.37251041993792,47.885600374420534,75.377719969109,71.3768195551818,73.55353188100678,63.57397967432236,87.9427255501169,84.17518011122472,57.885252745989376,67.0383920155467
CH498,"Aluminium, Copper & Iron",85.24547404088366,89.83010967238333,78.9939876617548,67.5802413002508,71.41626962482073,88.03171650100208,62.05805692641132,35.66068118549575,35.582362333151856,37.89509582847967,65.22939950746341
CH499,"Aluminium, Copper & Iron",69.88839658581435,38.67640593587427,88.80699299193519,40.24819634982106,78.83178672043007,60.91400916783803,67.46498493768875,48.97003118319259,77.08330777369116,63.1114384990983,63.39955501453837
CH500,Group 15 Elements,30.51103882124379,55.22073409618211,43.11481502061297,35.33295128799718,87.0060219876924,77.54373108159871,82.72327621914587,80.76790852005212,55.87937933390157,76.32044706539271,62.44203034338195
CH501,Group 15 Elements,67.1320990370346,53.92581497048575,67.82645877903343,53.08479900376851,31.26534840441492,51.15496198148182,88.50263486603629,39.242453544867914,78.19148308829752,37.62201548729174,56.79480691627125
CH502,Group 15 Elements,35.90831660145872,64.83178798426833,71.44345760746126,71.26465502093365,73.52245269610219,85.50920506751822,31.114739185695797,64.11134841711724,67.49345688656066,70.92718169444763,63.61266011615637
CH503,Group 15 Elements,40.97301323869803,46.78686837854133,85.33858105342566,81.23629455190991,57.93206041894418,65.45047150307678,32.72857930510314,62.68736052764904,72.9034788308885,41.464810281998616,58.75015180902353
CH504,Group 15 Elements,32.38389614919572,53.134712943339466,34.659007467878276,30.600732912242236,56.552795661751006,54.41172773925338,67.47085535801476,62.114406524727265,32.446629845214694,62.61347916362132,48.63882437652381
CH505,Group 15 Elements,52.9600972812254,58.056655056523894,33.123767448763985,34.4599561618092,74.63364621722945,36.88717253475574,68.46771675252751,77.76051747541351,42.598966975019735,39.405546435381446,51.835404233864985
CH506,Group 15 Elements,32.486836807585945,79.26281483294548,88.51245199284722,72.66987776077552,54.405784194606,79.84134336752098,36.91247132934938,43.450955728336744,82.38937952864629,59.36619365214375,62.92981091947572
CH507,Group 15 Elements,31.592346861800287,78.00055252775384,79.28647362414642,56.38561875130854,40.64827762668001,53.756494998581665,82.19514203544102,50.028652056590204,61.235642316608775,72.92918297139384,60.60583837703045
CH508,Group 15 Elements,46.059527823181725,74.70497793469102,55.83059849783315,49.86464280373193,79.36176227856657,45.27251418917379,82.62446586840622,53.01754284171574,85.36265496222632,30.597472022304483,60.2696159221831
CH509,Group 15 Elements,67.12649137354708,84.54423391983552,84.1653562554032,47.90105494883865,81.08850235041596,62.00813597999387,55.23737596130981,41.518890999985395,54.512947556199215,74.54592724511716,65.26489165906459
CH510,Dinitrogen,86.1878634418249,65.05338677107338,57.889084736376255,46.09298741295963,37.26896314657475,88.0429820522694,86.22712648709165,65.07639113044638,69.02052283516016,74.8581912802546,67.5717499294031
CH511,Dinitrogen,33.54671545938353,69.84982360273085,84.9742469360376,75.04618922901503,31.835989410531308,45.53434318555719,42.23468983849109,55.098014069002005,31.622507891539232,43.79403524397908,51.353655486626685
CH512,Dinitrogen,43.79167550424877,47.482584707752544,37.33348803536774,47.99752803667281,49.85639850356343,43.92956282179434,54.2664339558401,74.10325966011735,39.494913924123935,55.644963544040905,49.390080869352204
CH513,Dinitrogen,59.45995573174178,66.69495574769172,59.939513200712696,68.04432631730685,72.59542365004026,41.070353654427635,68.40969549378967,55.86191253767876,66.04171843112087,32.60961189594962,59.07274666604599
CH514,Dinitrogen,87.14940122727972,84.53212616370101,43.751126113453935,71.86256216310939,38.5699196783058,70.79414080516217,78.9351369312152,81.10665137884139,88.96855156213512,46.43211500439408,69.21017310275977
CH515,Dinitrogen,48.63258452907566,44.90833471183961,53.4782368512725,81.63121634717172,58.57918292841073,88.83199336839897,79.09272738905273,53.51293466953361,58.57747365725551,89.3187968676019,65.6563481319613
CH516,Dinitrogen,83.96939437364685,54.315603454912214,87.32665940571388,42.2380784113753,43.57487620385723,55.78104584810918,50.2333510451071,61.063413307280236,89.49470770078106,42.81053485585832,61.08076646066414
CH517,Dinitrogen,52.625993762029935,53.55185482386534,86.3082407126441,54.397810985340016,64.69551465563376,58.12316475453595,69.09469669675322,81.47873451788664,75.40394243667613,46.324743821466875,64.2004697166832
CH518,Dinitrogen,80.33250265646167,80.63488366631603,81.49687457133007,43.972754492642764,40.53549173654144,35.44774245845596,30.405927217963104,82.76739230946404,60.50371972019174,45.68395430449188,58.178124313385865
CH519,Dinitrogen,83.93219431649942,41.987328554034136,30.239063811819257,59.49262843208284,34.07833493348051,49.549059473302236,42.47311802826612,86.59560309311622,58.060014982271305,49.274857019198,53.568220264407
CH520,Ammonia,77.41034642475795,44.04302410193719,80.16822210888108,62.04268035865785,30.619338798721078,30.81293721500462,47.036553830189625,69.05534035815869,55.96101842062839,52.550124482070686,54.969958609900715
CH521,Ammonia,37.78624314993151,54.60772661519121,71.45406763415602,63.81462566669981,68.33871979952528,61.75730409733151,71.4415186632749,82.88239392253902,34.54657467815422,67.79532197279059,61.4424496199594
CH522,Ammonia,32.50554336670283,59.33000877824256,52.62495595218812,42.35178865816334,36.45744198141353,54.634835778854175,79.81968171575096,85.58488231303853,86.83323819601574,54.478047501640496,58.46204242420103
CH523,Ammonia,60.58024528504365,32.78055188764468,84.56048566598378,61.928859961258055,64.84420242316233,82.06846510459299,71.4998925005728,57.14738223780679,51.322996953809195,63.61924560617988,63.03523276260542
CH524,Ammonia,84.40763987250202,35.84264904237829,84.17590250118704,87.74802094230634,71.38041655506584,64.67025724109865,83.87538157876851,45.23548849619286,69.20629792966045,77.81894461436116,70.4360998773521
CH525,Ammonia,56.01153416604316,39.778378482619566,66.89912095581573,55.81021127071079,60.52514073807784,55.014364152634414,69.9536313602398,38.78685504089177,48.473431576081516,47.43799883128758,53.86906665744021
CH526,Ammonia,55.86298236835631,35.09637045478602,36.226548041091,66.71742644256008,69.93264444892948,77.45451937141848,42.764273918096926,56.889281017157785,55.522793612811874,39.76844852661414,53.6235288201822
CH527,Ammonia,70.66436337116245,50.81448707604603,51.096541726676534,68.81516694716836,63.740535194715804,68.75557099106578,77.72556152082893,38.406180207799444,45.543568504946364,51.270361587336765,58.68323371277464
CH528,Ammonia,76.58680509125944,65.99069745202303,30.61999002409429,74.61427615059564,61.147855246764706,77.75083470410503,33.22805624450308,61.65996689381227,52.549556752884875,41.406541218802175,57.55545797788445
CH529,Nitrogen Oxides,57.262798582961196,72.09874588934792,48.12200212453473,50.5013316085321,83.66074429358267,74.16871644684281,64.5483346850692,40.76975358453885,49.889848657057456,66.81307314701303,60.783534901947995
CH530,Nitrogen Oxides,33.5430182836011,39.22015885268685,88.03540443464348,33.986225345832025,61.54502301898387,88.73381868109577,79.54798349013399,35.833824076664094,31.464202979037164,45.480494280170355,53.73901534428487
CH531,Nitrogen Oxides,52.40785195160744,47.07004584092375,47.80341036407628,50.22024803334255,51.81408639866096,54.814761494370714,76.8826508649462,43.40543024058819,86.19450250083014,62.18514259879883,57.27981302881451
CH532,Nitrogen Oxides,66.15294661447463,89.93550327639502,31.767727954312747,71.35330554284569,46.63975424843565,58.64846607235452,79.83582246192138,57.99979870517892,34.57809107358321,33.28693950929921,57.01983554588011
CH533,Nitrogen Oxides,44.29345622216087,76.34155543584946,48.94244232471395,46.55818869081615,64.04773685900538,37.29673191988161,79.62157738261553,83.55337600099828,60.98824291632915,39.05623673573413,58.069954448810456
CH534,Nitrogen Oxides,81.13031749296506,34.36464842275947,47.250753859092676,78.73466093348267,68.31374646504568,87.68782428673043,69.35077050995434,69.33307901668883,82.97840771890235,68.05249188593758,68.7196700591559
CH535,Nitrogen Oxides,77.9541730197723,46.98508029256277,64.66335333051734,50.84342934508537,33.56345819024434,73.42518289465646,80.93254235269724,32.185510902444925,63.1134006293799,76.77205490127514,60.04381858586359
CH536,Nitrogen Oxides,41.54834941537159,59.066159322276896,52.56441289323283,35.608444330089355,55.23167385726681,43.11822382236474,42.684198487668894,67.6687284354787,40.992093249368104,76.36071229624238,51.48429961093604
CH537,Nitrogen Oxides,47.00876090380021,63.3046962425457,47.62985934009981,56.841112076909184,60.928520439297785,88.88165925276977,60.17562165217471,40.21372547728899,47.349681335127656,81.22083509108181,59.355447181109554
CH538,Nitrogen Oxides,74.38961317526844,86.66671186771879,76.12654779616443,77.84070168277091,49.26439079258177,69.34275516411921,57.83762510677425,32.98638316628813,74.31763467550486,72.20168701020452,67.09740504373953
CH539,Nitrogen Oxides,83.2537876934702,84.43342567859207,59.70427271562172,44.636710753741426,61.34717279069908,33.776674952508095,41.247655503880935,53.766966603826376,44.899683837675404,88.87428248713144,59.59406330171466
CH540,Nitrogen Oxides,39.013629923049166,67.32870101994396,65.71486208434428,77.02677542753904,59.76920223643763,60.989723104290945,79.11164027484618,83.57972442033825,35.8751016493119,89.57851841445992,65.79878785545613
CH541,Nitrogen Oxides,46.37398223918623,56.20088167183433,75.66183302778916,63.8304832200775,47.92772531024115,49.665819699843624,35.703353057777,60.658056770748374,65.5817628926316,79.70536056775165,58.130925845788056
CH542,Nitrogen Oxides,76.5245507300033,58.62362537957874,88.61419432376215,66.61288465438899,72.24288416586336,57.44511044633828,38.03766852738321,60.03161070847895,70.94035524513296,56.656907375521115,64.57297915564511
CH543,Nitrogen Oxides,87.28864897096125,30.303030554252842,71.70885385754005,82.55561294480589,52.63956912458913,60.119724328345384,69.40420188778108,74.50462560181231,43.1292471465864,81.61417901215708,65.32676934288315
CH544,Nitric Acid,78.85957910352711,86.63882635663126,69.33423303059735,35.61282045130821,68.43226958452595,81.87320772025865,35.8390447370067,56.46550079220895,80.06026649455507,77.65774822074687,67.07734964913662
CH545,Nitric Acid,63.114237469848945,49.44358258438277,35.67206137208784,58.52145494453978,84.37561175370286,39.58348575804577,83.59986783673301,48.31455586609345,76.37051769138301,85.2264480585726,62.422182333539006
